Selectable Destination,Country,Notes,Standard or Customer Specific,Lab,Concat,Airport Code 1,Airport Code 2,Airport Code 3,Min,Per Lb,Weight Break,Cost per km Over 80km,Special Notes
France - Strasbourg,France,Door to Door,Standard,SCCA,France - StrasbourgSCCA,CDG,,,3300,6.45,511.62790697674416,,"Volumn pricing applies over 800 lbs, email for quote"
France - Strasbourg,France,Door to Door,Standard,SCCO,France - StrasbourgSCCO,CDG,,,3300,6.45,511.62790697674416,,"Volumn pricing applies over 800 lbs, email for quote"
France - Strasbourg,France,Door to Door,Standard,SCFL,France - StrasbourgSCFL,CDG,,,3300,6.45,511.62790697674416,,"Volumn pricing applies over 800 lbs, email for quote"
France - Strasbourg,France,Door to Door,Standard,SCIL,France - StrasbourgSCIL,CDG,,,3300,6.45,511.62790697674416,,"Volumn pricing applies over 800 lbs, email for quote"
France - Strasbourg,France,Door to Door,Standard,SCPA,France - StrasbourgSCPA,CDG,,,3300,6.45,511.62790697674416,,"Volumn pricing applies over 800 lbs, email for quote"
France - Strasbourg,France,Door to Door,Standard,SCTX,France - StrasbourgSCTX,CDG,,,3300,6.45,511.62790697674416,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Augsburg,Germany,Door to Door,Standard,SCAZ,Germany - AugsburgSCAZ,FRA,,,2250,5.75,391.30434782608694,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Augsburg,Germany,Door to Door,Standard,SCCA,Germany - AugsburgSCCA,FRA,,,2250,5.75,391.30434782608694,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Augsburg,Germany,Door to Door,Standard,SCCO,Germany - AugsburgSCCO,FRA,,,2250,5.75,391.30434782608694,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Augsburg,Germany,Door to Door,Standard,SCFL,Germany - AugsburgSCFL,FRA,,,2250,5.75,391.30434782608694,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Augsburg,Germany,Door to Door,Standard,SCIL,Germany - AugsburgSCIL,FRA,,,2250,5.75,391.30434782608694,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Augsburg,Germany,Door to Door,Standard,SCPA,Germany - AugsburgSCPA,FRA,,,2250,5.75,391.30434782608694,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Augsburg,Germany,Door to Door,Standard,SCTX,Germany - AugsburgSCTX,FRA,,,2250,5.75,391.30434782608694,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Cologne,Germany,Door to Door,Standard,SCAZ,Germany - CologneSCAZ,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Cologne,Germany,Door to Door,Standard,SCCA,Germany - CologneSCCA,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Cologne,Germany,Door to Door,Standard,SCCO,Germany - CologneSCCO,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Cologne,Germany,Door to Door,Standard,SCFL,Germany - CologneSCFL,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Cologne,Germany,Door to Door,Standard,SCIL,Germany - CologneSCIL,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Cologne,Germany,Door to Door,Standard,SCPA,Germany - CologneSCPA,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Cologne,Germany,Door to Door,Standard,SCTX,Germany - CologneSCTX,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Erlangen,Germany,Door to Door,Standard,SCAZ,Germany - ErlangenSCAZ,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Erlangen,Germany,Door to Door,Standard,SCCA,Germany - ErlangenSCCA,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Erlangen,Germany,Door to Door,Standard,SCCO,Germany - ErlangenSCCO,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Erlangen,Germany,Door to Door,Standard,SCFL,Germany - ErlangenSCFL,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Erlangen,Germany,Door to Door,Standard,SCIL,Germany - ErlangenSCIL,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Erlangen,Germany,Door to Door,Standard,SCPA,Germany - ErlangenSCPA,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Erlangen,Germany,Door to Door,Standard,SCTX,Germany - ErlangenSCTX,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Gross Gerau,Germany,Door to Door,Standard,SCAZ,Germany - Gross GerauSCAZ,FRA,,,1125,3.25,346.15384615384613,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Gross Gerau,Germany,Door to Door,Standard,SCCA,Germany - Gross GerauSCCA,FRA,,,1125,3.25,346.15384615384613,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Gross Gerau,Germany,Door to Door,Standard,SCCO,Germany - Gross GerauSCCO,FRA,,,1125,3.25,346.15384615384613,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Gross Gerau,Germany,Door to Door,Standard,SCFL,Germany - Gross GerauSCFL,FRA,,,1125,3.25,346.15384615384613,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Gross Gerau,Germany,Door to Door,Standard,SCIL,Germany - Gross GerauSCIL,FRA,,,1125,3.25,346.15384615384613,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Gross Gerau,Germany,Door to Door,Standard,SCPA,Germany - Gross GerauSCPA,FRA,,,1125,3.25,346.15384615384613,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Gross Gerau,Germany,Door to Door,Standard,SCTX,Germany - Gross GerauSCTX,FRA,,,1125,3.25,346.15384615384613,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Hanover,Germany,Door to Door,Standard,SCAZ,Germany - HanoverSCAZ,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Hanover,Germany,Door to Door,Standard,SCCA,Germany - HanoverSCCA,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Hanover,Germany,Door to Door,Standard,SCCO,Germany - HanoverSCCO,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Hanover,Germany,Door to Door,Standard,SCFL,Germany - HanoverSCFL,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Hanover,Germany,Door to Door,Standard,SCIL,Germany - HanoverSCIL,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Hanover,Germany,Door to Door,Standard,SCPA,Germany - HanoverSCPA,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Hanover,Germany,Door to Door,Standard,SCTX,Germany - HanoverSCTX,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Heidelberg,Germany,Door to Door,Standard,SCAZ,Germany - HeidelbergSCAZ,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Heidelberg,Germany,Door to Door,Standard,SCCA,Germany - HeidelbergSCCA,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Heidelberg,Germany,Door to Door,Standard,SCCO,Germany - HeidelbergSCCO,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Heidelberg,Germany,Door to Door,Standard,SCFL,Germany - HeidelbergSCFL,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Heidelberg,Germany,Door to Door,Standard,SCIL,Germany - HeidelbergSCIL,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Heidelberg,Germany,Door to Door,Standard,SCPA,Germany - HeidelbergSCPA,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Heidelberg,Germany,Door to Door,Standard,SCTX,Germany - HeidelbergSCTX,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Karlsruhe,Germany,Door to Door,Standard,SCAZ,Germany - KarlsruheSCAZ,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Karlsruhe,Germany,Door to Door,Standard,SCCA,Germany - KarlsruheSCCA,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Karlsruhe,Germany,Door to Door,Standard,SCCO,Germany - KarlsruheSCCO,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Karlsruhe,Germany,Door to Door,Standard,SCFL,Germany - KarlsruheSCFL,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Karlsruhe,Germany,Door to Door,Standard,SCIL,Germany - KarlsruheSCIL,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Karlsruhe,Germany,Door to Door,Standard,SCPA,Germany - KarlsruheSCPA,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Karlsruhe,Germany,Door to Door,Standard,SCTX,Germany - KarlsruheSCTX,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Marburg,Germany,Door to Door,Standard,SCAZ,Germany - MarburgSCAZ,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Marburg,Germany,Door to Door,Standard,SCCA,Germany - MarburgSCCA,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Marburg,Germany,Door to Door,Standard,SCCO,Germany - MarburgSCCO,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Marburg,Germany,Door to Door,Standard,SCFL,Germany - MarburgSCFL,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Marburg,Germany,Door to Door,Standard,SCIL,Germany - MarburgSCIL,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Marburg,Germany,Door to Door,Standard,SCPA,Germany - MarburgSCPA,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Marburg,Germany,Door to Door,Standard,SCTX,Germany - MarburgSCTX,FRA,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Munich,Germany,Door to Door,Standard,SCAZ,Germany - MunichSCAZ,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Munich,Germany,Door to Door,Standard,SCCA,Germany - MunichSCCA,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Munich,Germany,Door to Door,Standard,SCCO,Germany - MunichSCCO,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Munich,Germany,Door to Door,Standard,SCFL,Germany - MunichSCFL,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Munich,Germany,Door to Door,Standard,SCIL,Germany - MunichSCIL,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Munich,Germany,Door to Door,Standard,SCPA,Germany - MunichSCPA,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Munich,Germany,Door to Door,Standard,SCTX,Germany - MunichSCTX,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Murnau,Germany,Door to Door,Standard,SCAZ,Germany - MurnauSCAZ,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Murnau,Germany,Door to Door,Standard,SCCA,Germany - MurnauSCCA,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Murnau,Germany,Door to Door,Standard,SCCO,Germany - MurnauSCCO,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Murnau,Germany,Door to Door,Standard,SCFL,Germany - MurnauSCFL,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Murnau,Germany,Door to Door,Standard,SCIL,Germany - MurnauSCIL,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Murnau,Germany,Door to Door,Standard,SCPA,Germany - MurnauSCPA,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Murnau,Germany,Door to Door,Standard,SCTX,Germany - MurnauSCTX,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Ulm,Germany,Door to Door,Standard,SCAZ,Germany - UlmSCAZ,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Ulm,Germany,Door to Door,Standard,SCCA,Germany - UlmSCCA,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Ulm,Germany,Door to Door,Standard,SCCO,Germany - UlmSCCO,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Ulm,Germany,Door to Door,Standard,SCFL,Germany - UlmSCFL,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Ulm,Germany,Door to Door,Standard,SCIL,Germany - UlmSCIL,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Ulm,Germany,Door to Door,Standard,SCPA,Germany - UlmSCPA,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Germany - Ulm,Germany,Door to Door,Standard,SCTX,Germany - UlmSCTX,FRA,,,1680,4.25,395.29411764705884,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Athens,Greece,Door to Door,Standard,SCAZ,Greece - AthensSCAZ,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Athens,Greece,Door to Door,Standard,SCCA,Greece - AthensSCCA,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Athens,Greece,Door to Door,Standard,SCCO,Greece - AthensSCCO,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Athens,Greece,Door to Door,Standard,SCFL,Greece - AthensSCFL,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Athens,Greece,Door to Door,Standard,SCIL,Greece - AthensSCIL,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Athens,Greece,Door to Door,Standard,SCPA,Greece - AthensSCPA,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Athens,Greece,Door to Door,Standard,SCTX,Greece - AthensSCTX,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Ioannina,Greece,Door to Door,Standard,SCAZ,Greece - IoanninaSCAZ,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Ioannina,Greece,Door to Door,Standard,SCCA,Greece - IoanninaSCCA,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Ioannina,Greece,Door to Door,Standard,SCCO,Greece - IoanninaSCCO,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Ioannina,Greece,Door to Door,Standard,SCFL,Greece - IoanninaSCFL,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Ioannina,Greece,Door to Door,Standard,SCIL,Greece - IoanninaSCIL,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Ioannina,Greece,Door to Door,Standard,SCPA,Greece - IoanninaSCPA,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Ioannina,Greece,Door to Door,Standard,SCTX,Greece - IoanninaSCTX,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Larissa,Greece,Door to Door,Standard,SCAZ,Greece - LarissaSCAZ,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Larissa,Greece,Door to Door,Standard,SCCA,Greece - LarissaSCCA,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Larissa,Greece,Door to Door,Standard,SCCO,Greece - LarissaSCCO,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Larissa,Greece,Door to Door,Standard,SCFL,Greece - LarissaSCFL,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Larissa,Greece,Door to Door,Standard,SCIL,Greece - LarissaSCIL,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Larissa,Greece,Door to Door,Standard,SCPA,Greece - LarissaSCPA,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Larissa,Greece,Door to Door,Standard,SCTX,Greece - LarissaSCTX,ATH,,,2450,6.25,392,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Maroussi,Greece,Door to Door,Standard,SCAZ,Greece - MaroussiSCAZ,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Maroussi,Greece,Door to Door,Standard,SCCA,Greece - MaroussiSCCA,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Maroussi,Greece,Door to Door,Standard,SCCO,Greece - MaroussiSCCO,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Maroussi,Greece,Door to Door,Standard,SCFL,Greece - MaroussiSCFL,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Maroussi,Greece,Door to Door,Standard,SCIL,Greece - MaroussiSCIL,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Maroussi,Greece,Door to Door,Standard,SCPA,Greece - MaroussiSCPA,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Maroussi,Greece,Door to Door,Standard,SCTX,Greece - MaroussiSCTX,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Pikermi,Greece,Door to Door,Standard,SCAZ,Greece - PikermiSCAZ,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Pikermi,Greece,Door to Door,Standard,SCCA,Greece - PikermiSCCA,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Pikermi,Greece,Door to Door,Standard,SCCO,Greece - PikermiSCCO,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Pikermi,Greece,Door to Door,Standard,SCFL,Greece - PikermiSCFL,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Pikermi,Greece,Door to Door,Standard,SCIL,Greece - PikermiSCIL,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Pikermi,Greece,Door to Door,Standard,SCPA,Greece - PikermiSCPA,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Pikermi,Greece,Door to Door,Standard,SCTX,Greece - PikermiSCTX,ATH,,,1410,3.55,397.1830985915493,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Thessaloniki,Greece,Door to Door,Standard,SCAZ,Greece - ThessalonikiSCAZ,ATH,,,2850,7.253,392.94085206121605,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Thessaloniki,Greece,Door to Door,Standard,SCCA,Greece - ThessalonikiSCCA,ATH,,,2850,7.253,392.94085206121605,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Thessaloniki,Greece,Door to Door,Standard,SCCO,Greece - ThessalonikiSCCO,ATH,,,2850,7.253,392.94085206121605,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Thessaloniki,Greece,Door to Door,Standard,SCFL,Greece - ThessalonikiSCFL,ATH,,,2850,7.253,392.94085206121605,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Thessaloniki,Greece,Door to Door,Standard,SCIL,Greece - ThessalonikiSCIL,ATH,,,2850,7.253,392.94085206121605,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Thessaloniki,Greece,Door to Door,Standard,SCPA,Greece - ThessalonikiSCPA,ATH,,,2850,7.253,392.94085206121605,,"Volumn pricing applies over 800 lbs, email for quote"
Greece - Thessaloniki,Greece,Door to Door,Standard,SCTX,Greece - ThessalonikiSCTX,ATH,,,2850,7.253,392.94085206121605,,"Volumn pricing applies over 800 lbs, email for quote"
Guam - Guam,Guam,Door to Door,Standard,SCAZ,Guam - GuamSCAZ,GUM,,,1850,11.25,164.44444444444446,,"Volumn pricing applies over 800 lbs, email for quote"
Guam - Guam,Guam,Door to Door,Standard,SCCA,Guam - GuamSCCA,GUM,,,1850,11.25,164.44444444444446,,"Volumn pricing applies over 800 lbs, email for quote"
Guam - Guam,Guam,Door to Door,Standard,SCCO,Guam - GuamSCCO,GUM,,,1850,11.25,164.44444444444446,,"Volumn pricing applies over 800 lbs, email for quote"
Guam - Guam,Guam,Door to Door,Standard,SCFL,Guam - GuamSCFL,GUM,,,1850,11.25,164.44444444444446,,"Volumn pricing applies over 800 lbs, email for quote"
Guam - Guam,Guam,Door to Door,Standard,SCIL,Guam - GuamSCIL,GUM,,,1850,11.25,164.44444444444446,,"Volumn pricing applies over 800 lbs, email for quote"
Guam - Guam,Guam,Door to Door,Standard,SCPA,Guam - GuamSCPA,GUM,,,1850,11.25,164.44444444444446,,"Volumn pricing applies over 800 lbs, email for quote"
Guam - Guam,Guam,Door to Door,Standard,SCTX,Guam - GuamSCTX,GUM,,,1850,11.25,164.44444444444446,,"Volumn pricing applies over 800 lbs, email for quote"
Guatemala - Guatemala,Guatemala,Door to Airport,Standard,SCAZ,Guatemala - GuatemalaSCAZ,GUA,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Guatemala - Guatemala,Guatemala,Door to Airport,Standard,SCCA,Guatemala - GuatemalaSCCA,GUA,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Guatemala - Guatemala,Guatemala,Door to Airport,Standard,SCCO,Guatemala - GuatemalaSCCO,GUA,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Guatemala - Guatemala,Guatemala,Door to Airport,Standard,SCFL,Guatemala - GuatemalaSCFL,GUA,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Guatemala - Guatemala,Guatemala,Door to Airport,Standard,SCIL,Guatemala - GuatemalaSCIL,GUA,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Guatemala - Guatemala,Guatemala,Door to Airport,Standard,SCPA,Guatemala - GuatemalaSCPA,GUA,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Guatemala - Guatemala,Guatemala,Door to Airport,Standard,SCTX,Guatemala - GuatemalaSCTX,GUA,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Hong Kong - Wan Chai,Hong Kong,Door to Door,Standard,SCAZ,Hong Kong - Wan ChaiSCAZ,HKG,,,1250,4.5,277.77777777777777,,"Volumn pricing applies over 800 lbs, email for quote"
Hong Kong - Wan Chai,Hong Kong,Door to Door,Standard,SCCA,Hong Kong - Wan ChaiSCCA,HKG,,,1250,4.5,277.77777777777777,,"Volumn pricing applies over 800 lbs, email for quote"
Hong Kong - Wan Chai,Hong Kong,Door to Door,Standard,SCCO,Hong Kong - Wan ChaiSCCO,HKG,,,1250,4.5,277.77777777777777,,"Volumn pricing applies over 800 lbs, email for quote"
Hong Kong - Wan Chai,Hong Kong,Door to Door,Standard,SCFL,Hong Kong - Wan ChaiSCFL,HKG,,,1250,4.5,277.77777777777777,,"Volumn pricing applies over 800 lbs, email for quote"
Hong Kong - Wan Chai,Hong Kong,Door to Door,Standard,SCIL,Hong Kong - Wan ChaiSCIL,HKG,,,1250,4.5,277.77777777777777,,"Volumn pricing applies over 800 lbs, email for quote"
Hong Kong - Wan Chai,Hong Kong,Door to Door,Standard,SCPA,Hong Kong - Wan ChaiSCPA,HKG,,,1250,4.5,277.77777777777777,,"Volumn pricing applies over 800 lbs, email for quote"
Hong Kong - Wan Chai,Hong Kong,Door to Door,Standard,SCTX,Hong Kong - Wan ChaiSCTX,HKG,,,1250,4.5,277.77777777777777,,"Volumn pricing applies over 800 lbs, email for quote"
Iraq - Sulaymaniyah,Iraq,Door to Airport,Standard,SCAZ,Iraq - SulaymaniyahSCAZ,ISU,,,1625,4.95,328.2828282828283,,"Volumn pricing applies over 800 lbs, email for quote"
Iraq - Sulaymaniyah,Iraq,Door to Airport,Standard,SCCA,Iraq - SulaymaniyahSCCA,ISU,,,1125,2.95,381.3559322033898,,"Volumn pricing applies over 800 lbs, email for quote"
Iraq - Sulaymaniyah,Iraq,Door to Airport,Standard,SCCO,Iraq - SulaymaniyahSCCO,ISU,,,1625,4.95,328.2828282828283,,"Volumn pricing applies over 800 lbs, email for quote"
Iraq - Sulaymaniyah,Iraq,Door to Airport,Standard,SCFL,Iraq - SulaymaniyahSCFL,ISU,,,1125,2.95,381.3559322033898,,"Volumn pricing applies over 800 lbs, email for quote"
Iraq - Sulaymaniyah,Iraq,Door to Airport,Standard,SCIL,Iraq - SulaymaniyahSCIL,ISU,,,1125,2.95,381.3559322033898,,"Volumn pricing applies over 800 lbs, email for quote"
Iraq - Sulaymaniyah,Iraq,Door to Airport,Standard,SCPA,Iraq - SulaymaniyahSCPA,ISU,,,2025,4.95,409.09090909090907,,"Volumn pricing applies over 800 lbs, email for quote"
Iraq - Sulaymaniyah,Iraq,Door to Airport,Standard,SCTX,Iraq - SulaymaniyahSCTX,ISU,,,1125,2.95,381.3559322033898,,"Volumn pricing applies over 800 lbs, email for quote"
Ireland - Cork,Ireland,Door to Door,Standard,SCAZ,Ireland - CorkSCAZ,DUB,,,1350,3.6,375,,"Volumn pricing applies over 800 lbs, email for quote"
Ireland - Cork,Ireland,Door to Door,Standard,SCCA,Ireland - CorkSCCA,DUB,,,1350,3.6,375,,"Volumn pricing applies over 800 lbs, email for quote"
