Selectable Destination,Country,Notes,Standard or Customer Specific,Lab,Concat,Airport Code 1,Airport Code 2,Airport Code 3,Min,Per Lb,Weight Break,Cost per km Over 80km,Special Notes
Italy - Palermo,Italy,Door to Door,Standard,SCTX,Italy - PalermoSCTX,FCO,,,2250,6,375,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Piacenza,Italy,Door to Door,Standard,SCAZ,Italy - PiacenzaSCAZ,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Piacenza,Italy,Door to Door,Standard,SCCA,Italy - PiacenzaSCCA,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Piacenza,Italy,Door to Door,Standard,SCCO,Italy - PiacenzaSCCO,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Piacenza,Italy,Door to Door,Standard,SCFL,Italy - PiacenzaSCFL,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Piacenza,Italy,Door to Door,Standard,SCIL,Italy - PiacenzaSCIL,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Piacenza,Italy,Door to Door,Standard,SCPA,Italy - PiacenzaSCPA,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Piacenza,Italy,Door to Door,Standard,SCTX,Italy - PiacenzaSCTX,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rome,Italy,Door to Door,Standard,SCAZ,Italy - RomeSCAZ,FCO,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rome,Italy,Door to Door,Standard,SCCA,Italy - RomeSCCA,FCO,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rome,Italy,Door to Door,Standard,SCCO,Italy - RomeSCCO,FCO,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rome,Italy,Door to Door,Standard,SCFL,Italy - RomeSCFL,FCO,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rome,Italy,Door to Door,Standard,SCIL,Italy - RomeSCIL,FCO,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rome,Italy,Door to Door,Standard,SCPA,Italy - RomeSCPA,FCO,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rome,Italy,Door to Door,Standard,SCTX,Italy - RomeSCTX,FCO,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rozzano,Italy,Door to Door,Standard,SCAZ,Italy - RozzanoSCAZ,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rozzano,Italy,Door to Door,Standard,SCCA,Italy - RozzanoSCCA,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rozzano,Italy,Door to Door,Standard,SCCO,Italy - RozzanoSCCO,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rozzano,Italy,Door to Door,Standard,SCFL,Italy - RozzanoSCFL,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rozzano,Italy,Door to Door,Standard,SCIL,Italy - RozzanoSCIL,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rozzano,Italy,Door to Door,Standard,SCPA,Italy - RozzanoSCPA,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Rozzano,Italy,Door to Door,Standard,SCTX,Italy - RozzanoSCTX,MXP,,,1125,3.95,284.8101265822785,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Salerno,Italy,Door to Door,Standard,SCAZ,Italy - SalernoSCAZ,FCO,,,2250,6,375,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Salerno,Italy,Door to Door,Standard,SCCA,Italy - SalernoSCCA,FCO,,,2250,6,375,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Salerno,Italy,Door to Door,Standard,SCCO,Italy - SalernoSCCO,FCO,,,2250,6,375,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Salerno,Italy,Door to Door,Standard,SCFL,Italy - SalernoSCFL,FCO,,,2250,6,375,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Salerno,Italy,Door to Door,Standard,SCIL,Italy - SalernoSCIL,FCO,,,2250,6,375,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Salerno,Italy,Door to Door,Standard,SCPA,Italy - SalernoSCPA,FCO,,,2250,6,375,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Salerno,Italy,Door to Door,Standard,SCTX,Italy - SalernoSCTX,FCO,,,2250,6,375,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Turin,Italy,Door to Door,Standard,SCAZ,Italy - TurinSCAZ,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Turin,Italy,Door to Door,Standard,SCCA,Italy - TurinSCCA,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Turin,Italy,Door to Door,Standard,SCCO,Italy - TurinSCCO,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Turin,Italy,Door to Door,Standard,SCFL,Italy - TurinSCFL,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Turin,Italy,Door to Door,Standard,SCIL,Italy - TurinSCIL,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Turin,Italy,Door to Door,Standard,SCPA,Italy - TurinSCPA,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Turin,Italy,Door to Door,Standard,SCTX,Italy - TurinSCTX,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Verona,Italy,Door to Door,Standard,SCAZ,Italy - VeronaSCAZ,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Verona,Italy,Door to Door,Standard,SCCA,Italy - VeronaSCCA,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Verona,Italy,Door to Door,Standard,SCCO,Italy - VeronaSCCO,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Verona,Italy,Door to Door,Standard,SCFL,Italy - VeronaSCFL,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Verona,Italy,Door to Door,Standard,SCIL,Italy - VeronaSCIL,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Verona,Italy,Door to Door,Standard,SCPA,Italy - VeronaSCPA,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Italy - Verona,Italy,Door to Door,Standard,SCTX,Italy - VeronaSCTX,MXP,,,1750,4.5,388.8888888888889,,"Volumn pricing applies over 800 lbs, email for quote"
Jordan - Amman,Jordan,Door to Airport,Standard,SCAZ,Jordan - AmmanSCAZ,AMM,,,1625,4.95,328.2828282828283,,"Volumn pricing applies over 800 lbs, email for quote"
Jordan - Amman,Jordan,Door to Airport,Standard,SCCA,Jordan - AmmanSCCA,AMM,,,1125,2.95,381.3559322033898,,"Volumn pricing applies over 800 lbs, email for quote"
Jordan - Amman,Jordan,Door to Airport,Standard,SCCO,Jordan - AmmanSCCO,AMM,,,1625,4.95,328.2828282828283,,"Volumn pricing applies over 800 lbs, email for quote"
Jordan - Amman,Jordan,Door to Airport,Standard,SCFL,Jordan - AmmanSCFL,AMM,,,1125,2.95,381.3559322033898,,"Volumn pricing applies over 800 lbs, email for quote"
Jordan - Amman,Jordan,Door to Airport,Standard,SCIL,Jordan - AmmanSCIL,AMM,,,1125,2.95,381.3559322033898,,"Volumn pricing applies over 800 lbs, email for quote"
Jordan - Amman,Jordan,Door to Airport,Standard,SCPA,Jordan - AmmanSCPA,AMM,,,2025,4.95,409.09090909090907,,"Volumn pricing applies over 800 lbs, email for quote"
Jordan - Amman,Jordan,Door to Airport,Standard,SCTX,Jordan - AmmanSCTX,AMM,,,1125,2.95,381.3559322033898,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Gyeonggi Do,Korea,Door to Door,Standard,SCAZ,Korea - Gyeonggi DoSCAZ,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Gyeonggi Do,Korea,Door to Door,Standard,SCCA,Korea - Gyeonggi DoSCCA,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Gyeonggi Do,Korea,Door to Door,Standard,SCCO,Korea - Gyeonggi DoSCCO,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Gyeonggi Do,Korea,Door to Door,Standard,SCFL,Korea - Gyeonggi DoSCFL,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Gyeonggi Do,Korea,Door to Door,Standard,SCIL,Korea - Gyeonggi DoSCIL,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Gyeonggi Do,Korea,Door to Door,Standard,SCPA,Korea - Gyeonggi DoSCPA,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Gyeonggi Do,Korea,Door to Door,Standard,SCTX,Korea - Gyeonggi DoSCTX,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Seoul,Korea,Door to Door,Standard,SCAZ,Korea - SeoulSCAZ,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Seoul,Korea,Door to Door,Standard,SCCA,Korea - SeoulSCCA,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Seoul,Korea,Door to Door,Standard,SCCO,Korea - SeoulSCCO,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Seoul,Korea,Door to Door,Standard,SCFL,Korea - SeoulSCFL,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Seoul,Korea,Door to Door,Standard,SCIL,Korea - SeoulSCIL,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Seoul,Korea,Door to Door,Standard,SCPA,Korea - SeoulSCPA,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Korea - Seoul,Korea,Door to Door,Standard,SCTX,Korea - SeoulSCTX,ICN,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Kuwait - Safat,Kuwait,Door to Airport,Standard,SCAZ,Kuwait - SafatSCAZ,KWI,,,1750,5.25,333.3333333333333,,"Volumn pricing applies over 800 lbs, email for quote"
Kuwait - Safat,Kuwait,Door to Airport,Standard,SCCA,Kuwait - SafatSCCA,KWI,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Kuwait - Safat,Kuwait,Door to Airport,Standard,SCCO,Kuwait - SafatSCCO,KWI,,,1750,5.25,333.3333333333333,,"Volumn pricing applies over 800 lbs, email for quote"
Kuwait - Safat,Kuwait,Door to Airport,Standard,SCFL,Kuwait - SafatSCFL,KWI,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Kuwait - Safat,Kuwait,Door to Airport,Standard,SCIL,Kuwait - SafatSCIL,KWI,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Kuwait - Safat,Kuwait,Door to Airport,Standard,SCPA,Kuwait - SafatSCPA,KWI,,,2150,5.25,409.5238095238095,,"Volumn pricing applies over 800 lbs, email for quote"
Kuwait - Safat,Kuwait,Door to Airport,Standard,SCTX,Kuwait - SafatSCTX,KWI,,,1250,3.25,384.61538461538464,,"Volumn pricing applies over 800 lbs, email for quote"
Kyrgyzstan - Bishkek,Kyrgyzstan,Door to Airport,Standard,SCAZ,Kyrgyzstan - BishkekSCAZ,FRU,,,2850,6.58,433.1306990881459,,"Volumn pricing applies over 800 lbs, email for quote"
Kyrgyzstan - Bishkek,Kyrgyzstan,Door to Airport,Standard,SCCA,Kyrgyzstan - BishkekSCCA,FRU,,,2850,6.58,433.1306990881459,,"Volumn pricing applies over 800 lbs, email for quote"
Kyrgyzstan - Bishkek,Kyrgyzstan,Door to Airport,Standard,SCCO,Kyrgyzstan - BishkekSCCO,FRU,,,2850,6.58,433.1306990881459,,"Volumn pricing applies over 800 lbs, email for quote"
Kyrgyzstan - Bishkek,Kyrgyzstan,Door to Airport,Standard,SCFL,Kyrgyzstan - BishkekSCFL,FRU,,,2850,6.58,433.1306990881459,,"Volumn pricing applies over 800 lbs, email for quote"
Kyrgyzstan - Bishkek,Kyrgyzstan,Door to Airport,Standard,SCIL,Kyrgyzstan - BishkekSCIL,FRU,,,2850,6.58,433.1306990881459,,"Volumn pricing applies over 800 lbs, email for quote"
Kyrgyzstan - Bishkek,Kyrgyzstan,Door to Airport,Standard,SCPA,Kyrgyzstan - BishkekSCPA,FRU,,,2850,6.58,433.1306990881459,,"Volumn pricing applies over 800 lbs, email for quote"
Kyrgyzstan - Bishkek,Kyrgyzstan,Door to Airport,Standard,SCTX,Kyrgyzstan - BishkekSCTX,FRU,,,2850,6.58,433.1306990881459,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Ashrafieh,Lebanon,Door to Airport,Standard,SCAZ,Lebanon - AshrafiehSCAZ,BEY,,,1625,5.56,292.26618705035975,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Ashrafieh,Lebanon,Door to Airport,Standard,SCCA,Lebanon - AshrafiehSCCA,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Ashrafieh,Lebanon,Door to Airport,Standard,SCCO,Lebanon - AshrafiehSCCO,BEY,,,1625,5.56,292.26618705035975,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Ashrafieh,Lebanon,Door to Airport,Standard,SCFL,Lebanon - AshrafiehSCFL,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Ashrafieh,Lebanon,Door to Airport,Standard,SCIL,Lebanon - AshrafiehSCIL,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Ashrafieh,Lebanon,Door to Airport,Standard,SCPA,Lebanon - AshrafiehSCPA,BEY,,,2025,5.56,364.2086330935252,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Ashrafieh,Lebanon,Door to Airport,Standard,SCTX,Lebanon - AshrafiehSCTX,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Beirut,Lebanon,Door to Airport,Standard,SCAZ,Lebanon - BeirutSCAZ,BEY,,,1625,5.56,292.26618705035975,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Beirut,Lebanon,Door to Airport,Standard,SCCA,Lebanon - BeirutSCCA,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Beirut,Lebanon,Door to Airport,Standard,SCCO,Lebanon - BeirutSCCO,BEY,,,1625,5.56,292.26618705035975,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Beirut,Lebanon,Door to Airport,Standard,SCFL,Lebanon - BeirutSCFL,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Beirut,Lebanon,Door to Airport,Standard,SCIL,Lebanon - BeirutSCIL,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Beirut,Lebanon,Door to Airport,Standard,SCPA,Lebanon - BeirutSCPA,BEY,,,2025,5.56,364.2086330935252,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Beirut,Lebanon,Door to Airport,Standard,SCTX,Lebanon - BeirutSCTX,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Blat,Lebanon,Door to Airport,Standard,SCAZ,Lebanon - BlatSCAZ,BEY,,,1625,5.56,292.26618705035975,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Blat,Lebanon,Door to Airport,Standard,SCCA,Lebanon - BlatSCCA,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Blat,Lebanon,Door to Airport,Standard,SCCO,Lebanon - BlatSCCO,BEY,,,1625,5.56,292.26618705035975,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Blat,Lebanon,Door to Airport,Standard,SCFL,Lebanon - BlatSCFL,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Blat,Lebanon,Door to Airport,Standard,SCIL,Lebanon - BlatSCIL,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Blat,Lebanon,Door to Airport,Standard,SCPA,Lebanon - BlatSCPA,BEY,,,2025,5.56,364.2086330935252,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Blat,Lebanon,Door to Airport,Standard,SCTX,Lebanon - BlatSCTX,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Tripolli,Lebanon,Door to Airport,Standard,SCAZ,Lebanon - TripolliSCAZ,BEY,,,1625,5.56,292.26618705035975,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Tripolli,Lebanon,Door to Airport,Standard,SCCA,Lebanon - TripolliSCCA,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Tripolli,Lebanon,Door to Airport,Standard,SCCO,Lebanon - TripolliSCCO,BEY,,,1625,5.56,292.26618705035975,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Tripolli,Lebanon,Door to Airport,Standard,SCFL,Lebanon - TripolliSCFL,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Tripolli,Lebanon,Door to Airport,Standard,SCIL,Lebanon - TripolliSCIL,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Tripolli,Lebanon,Door to Airport,Standard,SCPA,Lebanon - TripolliSCPA,BEY,,,2025,5.56,364.2086330935252,,"Volumn pricing applies over 800 lbs, email for quote"
Lebanon - Tripolli,Lebanon,Door to Airport,Standard,SCTX,Lebanon - TripolliSCTX,BEY,,,1125,3.56,316.0112359550562,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Grand Duchy,Luxembourg,Door to Door,Standard,SCAZ,Luxembourg - Grand DuchySCAZ,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Grand Duchy,Luxembourg,Door to Door,Standard,SCCA,Luxembourg - Grand DuchySCCA,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Grand Duchy,Luxembourg,Door to Door,Standard,SCCO,Luxembourg - Grand DuchySCCO,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Grand Duchy,Luxembourg,Door to Door,Standard,SCFL,Luxembourg - Grand DuchySCFL,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Grand Duchy,Luxembourg,Door to Door,Standard,SCIL,Luxembourg - Grand DuchySCIL,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Grand Duchy,Luxembourg,Door to Door,Standard,SCPA,Luxembourg - Grand DuchySCPA,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Grand Duchy,Luxembourg,Door to Door,Standard,SCTX,Luxembourg - Grand DuchySCTX,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Kirchberg,Luxembourg,Door to Door,Standard,SCAZ,Luxembourg - KirchbergSCAZ,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Kirchberg,Luxembourg,Door to Door,Standard,SCCA,Luxembourg - KirchbergSCCA,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Kirchberg,Luxembourg,Door to Door,Standard,SCCO,Luxembourg - KirchbergSCCO,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Kirchberg,Luxembourg,Door to Door,Standard,SCFL,Luxembourg - KirchbergSCFL,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Kirchberg,Luxembourg,Door to Door,Standard,SCIL,Luxembourg - KirchbergSCIL,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Kirchberg,Luxembourg,Door to Door,Standard,SCPA,Luxembourg - KirchbergSCPA,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Luxembourg - Kirchberg,Luxembourg,Door to Door,Standard,SCTX,Luxembourg - KirchbergSCTX,FRA,,,1850,3.35,552.2388059701492,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Ipoh Perak,Malaysia,Door to Door,Standard,SCAZ,Malaysia - Ipoh PerakSCAZ,KUL,,,2225,7.99,278.47309136420523,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Ipoh Perak,Malaysia,Door to Door,Standard,SCCA,Malaysia - Ipoh PerakSCCA,KUL,,,1725,5.99,287.97996661101837,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Ipoh Perak,Malaysia,Door to Door,Standard,SCCO,Malaysia - Ipoh PerakSCCO,KUL,,,2225,7.99,278.47309136420523,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Ipoh Perak,Malaysia,Door to Door,Standard,SCFL,Malaysia - Ipoh PerakSCFL,KUL,,,1725,5.99,287.97996661101837,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Ipoh Perak,Malaysia,Door to Door,Standard,SCIL,Malaysia - Ipoh PerakSCIL,KUL,,,1725,5.99,287.97996661101837,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Ipoh Perak,Malaysia,Door to Door,Standard,SCPA,Malaysia - Ipoh PerakSCPA,KUL,,,2625,7.99,328.5356695869837,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Ipoh Perak,Malaysia,Door to Door,Standard,SCTX,Malaysia - Ipoh PerakSCTX,KUL,,,1725,5.99,287.97996661101837,,"Volumn pricing applies over 800 lbs, email for quote"
"Malaysia - Jenharom, Selangor",Malaysia,Door to Door,Standard,SCAZ,"Malaysia - Jenharom, SelangorSCAZ",KUL,,,2225,7.99,278.47309136420523,,"Volumn pricing applies over 800 lbs, email for quote"
"Malaysia - Jenharom, Selangor",Malaysia,Door to Door,Standard,SCCA,"Malaysia - Jenharom, SelangorSCCA",KUL,,,1725,5.99,287.97996661101837,,"Volumn pricing applies over 800 lbs, email for quote"
"Malaysia - Jenharom, Selangor",Malaysia,Door to Door,Standard,SCCO,"Malaysia - Jenharom, SelangorSCCO",KUL,,,2225,7.99,278.47309136420523,,"Volumn pricing applies over 800 lbs, email for quote"
"Malaysia - Jenharom, Selangor",Malaysia,Door to Door,Standard,SCFL,"Malaysia - Jenharom, SelangorSCFL",KUL,,,1725,5.99,287.97996661101837,,"Volumn pricing applies over 800 lbs, email for quote"
"Malaysia - Jenharom, Selangor",Malaysia,Door to Door,Standard,SCIL,"Malaysia - Jenharom, SelangorSCIL",KUL,,,1725,5.99,287.97996661101837,,"Volumn pricing applies over 800 lbs, email for quote"
"Malaysia - Jenharom, Selangor",Malaysia,Door to Door,Standard,SCPA,"Malaysia - Jenharom, SelangorSCPA",KUL,,,2625,7.99,328.5356695869837,,"Volumn pricing applies over 800 lbs, email for quote"
"Malaysia - Jenharom, Selangor",Malaysia,Door to Door,Standard,SCTX,"Malaysia - Jenharom, SelangorSCTX",KUL,,,1725,5.99,287.97996661101837,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Kuala Lumpur,Malaysia,Door to Door,Standard,SCAZ,Malaysia - Kuala LumpurSCAZ,KUL,,,2225,7.99,278.47309136420523,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Kuala Lumpur,Malaysia,Door to Door,Standard,SCCA,Malaysia - Kuala LumpurSCCA,KUL,,,1725,5.99,287.97996661101837,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Kuala Lumpur,Malaysia,Door to Door,Standard,SCCO,Malaysia - Kuala LumpurSCCO,KUL,,,2225,7.99,278.47309136420523,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Kuala Lumpur,Malaysia,Door to Door,Standard,SCFL,Malaysia - Kuala LumpurSCFL,KUL,,,1725,5.99,287.97996661101837,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Kuala Lumpur,Malaysia,Door to Door,Standard,SCIL,Malaysia - Kuala LumpurSCIL,KUL,,,1725,5.99,287.97996661101837,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Kuala Lumpur,Malaysia,Door to Door,Standard,SCPA,Malaysia - Kuala LumpurSCPA,KUL,,,2625,7.99,328.5356695869837,,"Volumn pricing applies over 800 lbs, email for quote"
Malaysia - Kuala Lumpur,Malaysia,Door to Door,Standard,SCTX,Malaysia - Kuala LumpurSCTX,KUL,,,1725,5.99,287.97996661101837,,"Volumn pricing applies over 800 lbs, email for quote"
Mexico - Mexico City Only,Mexico,Door to Airport,Standard,SCAZ,Mexico - Mexico City OnlySCAZ,MEX,,,925,2.25,411.1111111111111,,"Volumn pricing applies over 800 lbs, email for quote"
Mexico - Mexico City Only,Mexico,Door to Airport,Standard,SCCA,Mexico - Mexico City OnlySCCA,MEX,,,925,2.25,411.1111111111111,,"Volumn pricing applies over 800 lbs, email for quote"
Mexico - Mexico City Only,Mexico,Door to Airport,Standard,SCCO,Mexico - Mexico City OnlySCCO,MEX,,,925,2.25,411.1111111111111,,"Volumn pricing applies over 800 lbs, email for quote"
Mexico - Mexico City Only,Mexico,Door to Airport,Standard,SCFL,Mexico - Mexico City OnlySCFL,MEX,,,925,2.25,411.1111111111111,,"Volumn pricing applies over 800 lbs, email for quote"
Mexico - Mexico City Only,Mexico,Door to Airport,Standard,SCIL,Mexico - Mexico City OnlySCIL,MEX,,,925,2.25,411.1111111111111,,"Volumn pricing applies over 800 lbs, email for quote"
Mexico - Mexico City Only,Mexico,Door to Airport,Standard,SCPA,Mexico - Mexico City OnlySCPA,MEX,,,925,2.25,411.1111111111111,,"Volumn pricing applies over 800 lbs, email for quote"
