Zipcode,City,State,Zone,Country,Airport,Airport Name,Airport Zip Code,Airport Country
71162,SHREVEPORT,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71163,SHREVEPORT,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71164,SHREVEPORT,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71165,SHREVEPORT,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71166,SHREVEPORT,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71171,BOSSIER CITY,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71172,BOSSIER CITY,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71227,SIBLEY,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71245,GRAMBLING,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71270,RUSTON,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71272,RUSTON,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71273,RUSTON,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71275,SIMSBORO,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71292,WEST MONROE,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71301,ALEXANDRIA,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71346,LECOMPTE,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71359,PINEVILLE,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71411,CAMPTI,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71417,COLFAX,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71423,DRY PRONG,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71426,FISHER,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71429,FLORIEN,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71446,HICKS,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71450,BETHANY,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71457,CYPRESS,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
71458,NATCHITOCHES,LA,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75006,CARROLLTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75007,CARROLLTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75008,CARROLLTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75010,CARROLLTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75011,CARROLLTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75013,ALLEN,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75014,IRVING,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75017,IRVING,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75019,COPPELL,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75020,DENISON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75021,DENISON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75026,PLANO,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75028,LEWISVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75029,LEWISVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75035,FRISCO,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75054,GRAND PRAIRIE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75056,THE COLONY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75057,LEWISVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75065,LAKE DALLAS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75067,HIGHLAND VILLAGE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75068,LITTLE ELM,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75069,MC KINNEY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75070,MC KINNEY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75071,MCKINNEY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75080,RICHARDSON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75081,RICHARDSON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75082,RICHARDSON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75083,RICHARDSON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75085,RICHARDSON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75087,HEATH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75088,ROWLETT,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75091,SHERMAN,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75092,SHERMAN,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75098,WYLIE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75110,CORSICANA,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75119,ENNIS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75120,ENNIS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75121,COPEVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75123,DE SOTO,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75125,FERRIS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75126,FORNEY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75132,FATE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75135,CADDO MILLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75140,GRAND SALINE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75141,HUTCHINS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75147,GUN BARREL CITY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75148,MALAKOFF,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75151,CORSICANA,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75152,PALMER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75154,RED OAK,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75158,SCURRY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75160,TERRELL,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75187,MESQUITE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75189,ROYSE CITY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75200,DALLAS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75315,DALLAS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75336,DALLAS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75357,DALLAS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75372,DALLAS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75401,GREENVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75402,GREENVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75403,GREENVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75404,GREENVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75409,ANNA,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75420,BRASHEAR,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75422,CAMPBELL,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75428,COMMERCE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75429,COMMERCE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75432,COOPER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75444,GOLDEN,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75454,MELISSA,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75459,HOWE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75460,PARIS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75461,PARIS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75462,PARIS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75470,PETTY,TX,6,United States,DFW,Dallas,79401,United States
75473,POWDERLY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75480,SCROGGINS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75483,SULPHUR SPRINGS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75492,WINDOM,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75495,VAN ALSTYNE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75550,ANNONA,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75601,LONGVIEW,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75602,LONGVIEW,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75603,LONGVIEW,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75604,LONGVIEW,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75605,LONGVIEW,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75606,LONGVIEW,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75607,LONGVIEW,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75608,LONGVIEW,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75615,LONGVIEW,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75631,BECKVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75633,CARTHAGE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75636,CASON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75638,DAINGERFIELD,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75639,DE BERRY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75647,GLADEWATER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75650,HALLSVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75652,HENDERSON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75653,HENDERSON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75657,SMITHLAND,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75658,JOINERVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75659,JONESVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75662,KILGORE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75663,KILGORE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75666,LAIRD HILL,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75668,LONE STAR,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75670,MARSHALL,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75671,MARSHALL,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75680,HENDERSON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75682,NEW LONDON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75683,ORE CITY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75684,OVERTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75685,PANOLA,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75686,PITTSBURG,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75688,SCOTTSVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75691,TATUM,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75692,WASKOM,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75693,WHITE OAK,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75694,WOODLAWN,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75701,Tyler,TX,6,United States,DFW,DALLAS,75235,United States
75702,TYLER,TX,6,United States,DFW,DALLAS,75235,United States
75703,TYLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75704,TYLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75705,TYLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75706,TYLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75707,TYLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75708,TYLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75709,TYLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75710,TYLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75711,TYLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75712,TYLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75713,TYLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75750,ARP,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75751,ATHENS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75755,BIG SANDY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75756,BROWNSBORO,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75757,MOUNT SELMAN,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75758,CHANDLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75759,CUNEY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75762,FLINT,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75763,FRANKSTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75765,HAWKINS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75766,JACKSONVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75771,LINDALE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75773,MINEOLA,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75778,MURCHISON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75780,NEW SUMMERFIELD,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75785,RUSK,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75789,TROUP,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75790,VAN,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75791,WHITEHOUSE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75792,WINONA,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75801,PALESTINE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
75802,PALESTINE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76003,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76004,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76005,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76006,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76007,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76009,ALVARADO,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76010,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76011,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76012,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76013,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76014,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76015,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76016,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76017,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76018,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76019,UNIV OF TEXAS AT ARLINGTO,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76020,fort worth,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76021,BEDFORD,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76022,BEDFORD,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76031,CLEBURNE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76033,CLEBURNE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76034,COLLEYVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76035,CRESSON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76039,EULESS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76040,EULESS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76048,GRANBURY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76049,GRANBURY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76050,GRANDVIEW,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76051,GRAPEVINE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76052,Haslet,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76053,HURST,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76054,HURST,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76058,JOSHUA,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76059,KEENE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76060,KENNEDALE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76065,MIDLOTHIAN,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76067,MINERAL WELLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76068,MINERAL WELLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76073,PARADISE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76078,RHOME,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76082,SPRINGTOWN,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76084,VENUS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76086,WEATHERFORD,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76087,WEATHERFORD,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76088,Weatherford,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76092,SOUTHLAKE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76094,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76095,BEDFORD,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76096,ARLINGTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76097,BURLESON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76098,AZLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76099,GRAPEVINE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76100,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76101,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76102,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76103,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76104,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76105,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76106,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76107,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76108,WHITE SETTLEMENT,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76109,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76110,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76111,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76112,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76113,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76114,RIVER OAKS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76115,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76116,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76117,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76118,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76119,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76120,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76121,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76122,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76123,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76124,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76126,BENBROOK,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76129,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76130,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76131,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76132,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76133,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76134,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76135,LAKE WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76136,LAKE WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76137,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76140,EVERMAN,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76147,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76148,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76150,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76155,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76161,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76162,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76163,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76164,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76177,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76179,SAGINAW,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76180,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76181,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76182,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76185,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76192,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76193,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76195,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76196,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76197,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76198,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76199,FORT WORTH,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76201,DENTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76202,DENTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76203,DENTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76204,DENTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76205,DENTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76206,DENTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76207,DENTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76208,DENTON,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76226,ARGYLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76230,BOWIE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76234,DECATUR,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76240,GAINESVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76241,GAINESVILLE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76244,KELLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76247,JUSTIN,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76248,KELLER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76249,KRUM,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76262,ROANOKE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76265,SAINT JO,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76266,SANGER,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76299,ROANOKE,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76301,WICHITA FALLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76302,WICHITA FALLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76303,WICHITA FALLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76304,WICHITA FALLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76305,WICHITA FALLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76306,WICHITA FALLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76307,WICHITA FALLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76308,WICHITA FALLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76309,WICHITA FALLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76310,WICHITA FALLS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76311,SHEPPARD AFB,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76351,ARCHER CITY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76354,BURKBURNETT,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76357,BYERS,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76360,ELECTRA,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76365,HENRIETTA,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76366,HOLLIDAY,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
76367,IOWA PARK,TX,6,United States,DFW,DALLAS-FORT WORTH,75261,United States
