Zipcode,City,State,Zone,Country,Airport,Airport Name,Airport Zip Code,Airport Country
81301,Durango,CO,7,United States,ABQ,ALBUQUERQUE,87119,United States
87001,SAN FELIPE PB,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87002,BELEN,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87004,BERNALILLO,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87008,CEDAR CREST,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87015,EDGEWOOD,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87020,GRANTS,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87022,ISLETA,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87031,LOS LUNAS,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87035,MORIARTY,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87042,PERALTA,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87047,SANDIA PARK,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87048,CORRALES,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87068,PERALTA,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87100,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87101,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87102,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87103,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87104,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87105,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87106,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87107,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87108,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87109,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87110,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87111,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87112,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87113,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87114,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87115,KIRTLAND A F B EAST,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87116,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87117,KIRTLAND AFB,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87118,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87119,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87120,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87121,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87122,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87123,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87124,RIO RANCHO,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87125,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87131,UNIV OF NEW MEXICO,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87140,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87153,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87154,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87158,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87174,RIO RANCHO,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87176,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87180,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87184,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87185,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87190,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87191,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87192,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87194,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87195,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87196,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87197,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87198,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87199,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87201,ALBUQUERQUE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87301,GALLUP,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87401,Farmington,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87501,POJOAQUE VALLEY,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87502,SANTA FE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87503,SANTA FE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87504,SANTA FE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87505,SANTA FE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87506,SANTA FE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87509,SANTA FE,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87532,ESPANOLA,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87533,FAIRVIEW,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87540,GALISTEO,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87544,LOS ALAMOS,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87545,LOS ALAMOS,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87557,Taos,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
87571,Taos,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
88101,Clovis,NM,7,United States,ABQ,ALBUQUERQUE,87119,United States
1227,DALTON,MA,2,United States,ALB,ALBANY,12211,United States
1229,GLENDALE,MA,2,United States,ALB,ALBANY,12211,United States
1230,GREAT BARRINGTON,MA,2,United States,ALB,ALBANY,12211,United States
1237,LANESBORO,MA,2,United States,ALB,ALBANY,12211,United States
1238,LEE,MA,2,United States,ALB,ALBANY,12211,United States
1240,LENOX,MA,2,United States,ALB,ALBANY,12211,United States
1244,MILL RIVER,MA,2,United States,ALB,ALBANY,12211,United States
1252,S EGREMONT,MA,2,United States,ALB,ALBANY,12211,United States
1257,SHEFFIELD,MA,2,United States,ALB,ALBANY,12211,United States
1258,SOUTH EGREMONT,MA,2,United States,ALB,ALBANY,12211,United States
1260,SOUTH LEE,MA,2,United States,ALB,ALBANY,12211,United States
1263,STOCKBRIDGE,MA,2,United States,ALB,ALBANY,12211,United States
1266,WEST STOCKBRIDGE,MA,2,United States,ALB,ALBANY,12211,United States
1267,WILLIAMSTOWN,MA,2,United States,ALB,ALBANY,12211,United States
5201,BENNINGTON,VT,2,United States,ALB,ALBANY,12211,United States
5250,ARLINGTON,VT,2,United States,ALB,ALBANY,12211,United States
5251,DORSET,VT,2,United States,ALB,ALBANY,12211,United States
5252,EAST ARLINGTON,VT,2,United States,ALB,ALBANY,12211,United States
5253,EAST DORSET,VT,2,United States,ALB,ALBANY,12211,United States
5254,MANCHESTER,VT,2,United States,ALB,ALBANY,12211,United States
5255,MANCHESTER CENTER,VT,2,United States,ALB,ALBANY,12211,United States
5257,NORTH BENNINGTON,VT,2,United States,ALB,ALBANY,12211,United States
5260,NORTH POWNAL,VT,2,United States,ALB,ALBANY,12211,United States
5261,POWNAL,VT,2,United States,ALB,ALBANY,12211,United States
5262,SHAFTSBURY,VT,2,United States,ALB,ALBANY,12211,United States
5352,READSBORO,VT,2,United States,ALB,ALBANY,12211,United States
5701,RUTLAND,VT,2,United States,ALB,ALBANY,12211,United States
5731,FAIR HAVEN,VT,2,United States,ALB,ALBANY,12211,United States
5736,CENTER RUTLAND,VT,2,United States,ALB,ALBANY,12211,United States
5739,DANBY,VT,2,United States,ALB,ALBANY,12211,United States
5741,EAST POULTNEY,VT,2,United States,ALB,ALBANY,12211,United States
5757,MIDDLETOWN SPRINGS,VT,2,United States,ALB,ALBANY,12211,United States
5761,PAWLET,VT,2,United States,ALB,ALBANY,12211,United States
5764,POULTNEY,VT,2,United States,ALB,ALBANY,12211,United States
5768,RUPERT,VT,2,United States,ALB,ALBANY,12211,United States
5774,WELLS,VT,2,United States,ALB,ALBANY,12211,United States
5775,WEST PAWLET,VT,2,United States,ALB,ALBANY,12211,United States
5776,WEST RUPERT,VT,2,United States,ALB,ALBANY,12211,United States
12007,ALCOVE,NY,3,United States,ALB,ALBANY,12211,United States
12008,ALPLAUS,NY,3,United States,ALB,ALBANY,12211,United States
12009,ALTAMONT,NY,3,United States,ALB,ALBANY,12211,United States
12010,AMSTERDAM,NY,3,United States,ALB,ALBANY,12211,United States
12015,ATHENS,NY,3,United States,ALB,ALBANY,12211,United States
12016,FULTONVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12017,AUSTERLITZ,NY,3,United States,ALB,ALBANY,12211,United States
12018,AVERILL PARK,NY,3,United States,ALB,ALBANY,12211,United States
12019,CHARLTON,NY,3,United States,ALB,ALBANY,12211,United States
12020,BALLSTON SPA,NY,3,United States,ALB,ALBANY,12211,United States
12022,BERLIN,NY,3,United States,ALB,ALBANY,12211,United States
12023,BERNE,NY,3,United States,ALB,ALBANY,12211,United States
12024,BRAINARD,NY,3,United States,ALB,ALBANY,12211,United States
12025,BROADALBIN,NY,3,United States,ALB,ALBANY,12211,United States
12026,BROOKVIEW,NY,3,United States,ALB,ALBANY,12211,United States
12027,BURNT HILLS,NY,3,United States,ALB,ALBANY,12211,United States
12028,BUSKIRK,NY,3,United States,ALB,ALBANY,12211,United States
12029,CANAAN,NY,3,United States,ALB,ALBANY,12211,United States
12031,CARLISLE,NY,3,United States,ALB,ALBANY,12211,United States
12033,CASTLETON ON HUDSON,NY,3,United States,ALB,ALBANY,12211,United States
12035,CENTRAL BRIDGE,NY,3,United States,ALB,ALBANY,12211,United States
12036,CHARLOTTEVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12037,CHATHAM,NY,3,United States,ALB,ALBANY,12211,United States
12040,CHERRY PLAIN,NY,3,United States,ALB,ALBANY,12211,United States
12041,CLARKSVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12042,CLIMAX,NY,3,United States,ALB,ALBANY,12211,United States
12043,COBLESKILL,NY,3,United States,ALB,ALBANY,12211,United States
12045,COEYMANS,NY,3,United States,ALB,ALBANY,12211,United States
12046,COEYMANS HOLLOW,NY,3,United States,ALB,ALBANY,12211,United States
12047,COHOES,NY,3,United States,ALB,ALBANY,12211,United States
12050,COLUMBIAVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12051,COXSACKIE,NY,3,United States,ALB,ALBANY,12211,United States
12052,CROPSEYVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12053,DELANSON,NY,3,United States,ALB,ALBANY,12211,United States
12054,DELMAR,NY,3,United States,ALB,ALBANY,12211,United States
12055,DORMANSVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12056,DUANESBURG,NY,3,United States,ALB,ALBANY,12211,United States
12057,WHITE CREEK,NY,3,United States,ALB,ALBANY,12211,United States
12058,EARLTON,NY,3,United States,ALB,ALBANY,12211,United States
12059,EAST BERNE,NY,3,United States,ALB,ALBANY,12211,United States
12060,EAST CHATHAM,NY,3,United States,ALB,ALBANY,12211,United States
12061,EAST GREENBUSH,NY,3,United States,ALB,ALBANY,12211,United States
12062,EAST NASSAU,NY,3,United States,ALB,ALBANY,12211,United States
12063,EAST SCHODACK,NY,3,United States,ALB,ALBANY,12211,United States
12064,EAST WORCESTER,NY,3,United States,ALB,ALBANY,12211,United States
12065,CLIFTON PARK,NY,3,United States,ALB,ALBANY,12211,United States
12066,ESPERANCE,NY,3,United States,ALB,ALBANY,12211,United States
12067,FEURA BUSH,NY,3,United States,ALB,ALBANY,12211,United States
12068,FONDA,NY,3,United States,ALB,ALBANY,12211,United States
12069,FORT HUNTER,NY,3,United States,ALB,ALBANY,12211,United States
12070,FORT JOHNSON,NY,3,United States,ALB,ALBANY,12211,United States
12071,FULTONHAM,NY,3,United States,ALB,ALBANY,12211,United States
12072,FULTONVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12073,GALLUPVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12074,GALWAY,NY,3,United States,ALB,ALBANY,12211,United States
12075,GHENT,NY,3,United States,ALB,ALBANY,12211,United States
12076,GILBOA,NY,3,United States,ALB,ALBANY,12211,United States
12077,GLENMONT,NY,3,United States,ALB,ALBANY,12211,United States
12078,GLOVERSVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12082,GRAFTON,NY,3,United States,ALB,ALBANY,12211,United States
12083,GREENVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12084,GUILDERLAND,NY,3,United States,ALB,ALBANY,12211,United States
12085,GUILDERLAND CENTER,NY,3,United States,ALB,ALBANY,12211,United States
12086,HAGAMAN,NY,3,United States,ALB,ALBANY,12211,United States
12087,HANNACROIX,NY,3,United States,ALB,ALBANY,12211,United States
12089,HOOSICK,NY,3,United States,ALB,ALBANY,12211,United States
12090,HOOSICK FALLS,NY,3,United States,ALB,ALBANY,12211,United States
12092,HOWES CAVE,NY,3,United States,ALB,ALBANY,12211,United States
12093,JEFFERSON,NY,3,United States,ALB,ALBANY,12211,United States
12094,JOHNSONVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12095,JOHNSTOWN,NY,3,United States,ALB,ALBANY,12211,United States
12106,KINDERHOOK,NY,3,United States,ALB,ALBANY,12211,United States
12107,KNOX,NY,3,United States,ALB,ALBANY,12211,United States
12108,LAKE PLEASANT,NY,3,United States,ALB,ALBANY,12211,United States
12110,LATHAM,NY,3,United States,ALB,ALBANY,12211,United States
12111,LATHAM,NY,3,United States,ALB,ALBANY,12211,United States
12113,LAWYERSVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12114,LEBANON SPRINGS,NY,3,United States,ALB,ALBANY,12211,United States
12115,MALDEN BRIDGE,NY,3,United States,ALB,ALBANY,12211,United States
12116,MARYLAND,NY,3,United States,ALB,ALBANY,12211,United States
12117,MAYFIELD,NY,3,United States,ALB,ALBANY,12211,United States
12118,MECHANICVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12120,MEDUSA,NY,3,United States,ALB,ALBANY,12211,United States
12121,MELROSE,NY,3,United States,ALB,ALBANY,12211,United States
12122,MIDDLEBURGH,NY,3,United States,ALB,ALBANY,12211,United States
12123,NASSAU,NY,3,United States,ALB,ALBANY,12211,United States
12124,NEW BALTIMORE,NY,3,United States,ALB,ALBANY,12211,United States
12125,LEBANON SPRINGS,NY,3,United States,ALB,ALBANY,12211,United States
12128,LATHAM,NY,3,United States,ALB,ALBANY,12211,United States
12130,NIVERVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12131,NORTH BLENHEIM,NY,3,United States,ALB,ALBANY,12211,United States
12132,NORTH CHATHAM,NY,3,United States,ALB,ALBANY,12211,United States
12133,NORTH HOOSICK,NY,3,United States,ALB,ALBANY,12211,United States
12134,NORTHVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12135,NORTON HILL,NY,3,United States,ALB,ALBANY,12211,United States
12136,OLD CHATHAM,NY,3,United States,ALB,ALBANY,12211,United States
12137,PATTERSONVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12138,PETERSBURG,NY,3,United States,ALB,ALBANY,12211,United States
12139,PISECO,NY,3,United States,ALB,ALBANY,12211,United States
12140,POESTENKILL,NY,3,United States,ALB,ALBANY,12211,United States
12141,QUAKER STREET,NY,3,United States,ALB,ALBANY,12211,United States
12143,RAVENA,NY,3,United States,ALB,ALBANY,12211,United States
12144,RENSSELAER,NY,3,United States,ALB,ALBANY,12211,United States
12147,RENSSELAERVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12148,REXFORD,NY,3,United States,ALB,ALBANY,12211,United States
12149,RICHMONDVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12150,ROTTERDAM JUNCTION,NY,3,United States,ALB,ALBANY,12211,United States
12151,ROUND LAKE,NY,3,United States,ALB,ALBANY,12211,United States
12153,SAND LAKE,NY,3,United States,ALB,ALBANY,12211,United States
12154,SCHAGHTICOKE,NY,3,United States,ALB,ALBANY,12211,United States
12155,SCHENEVUS,NY,3,United States,ALB,ALBANY,12211,United States
12156,SCHODACK LANDING,NY,3,United States,ALB,ALBANY,12211,United States
12157,SCHOHARIE,NY,3,United States,ALB,ALBANY,12211,United States
12158,SELKIRK,NY,3,United States,ALB,ALBANY,12211,United States
12159,SLINGERLANDS,NY,3,United States,ALB,ALBANY,12211,United States
12160,SLOANSVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12161,SOUTH BETHLEHEM,NY,3,United States,ALB,ALBANY,12211,United States
12162,SOUTH SCHODACK,NY,3,United States,ALB,ALBANY,12211,United States
12164,SPECULATOR,NY,3,United States,ALB,ALBANY,12211,United States
12165,SPENCERTOWN,NY,3,United States,ALB,ALBANY,12211,United States
12166,SPRAKERS,NY,3,United States,ALB,ALBANY,12211,United States
12167,STAMFORD,NY,3,United States,ALB,ALBANY,12211,United States
12168,STEPHENTOWN,NY,3,United States,ALB,ALBANY,12211,United States
12169,STEPHENTOWN,NY,3,United States,ALB,ALBANY,12211,United States
12170,STILLWATER,NY,3,United States,ALB,ALBANY,12211,United States
12172,STOTTVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12173,STUYVESANT,NY,3,United States,ALB,ALBANY,12211,United States
12174,STUYVESANT FALLS,NY,3,United States,ALB,ALBANY,12211,United States
12175,SUMMIT,NY,3,United States,ALB,ALBANY,12211,United States
12176,SURPRISE,NY,3,United States,ALB,ALBANY,12211,United States
12177,TRIBES HILL,NY,3,United States,ALB,ALBANY,12211,United States
12179,TROY,NY,3,United States,ALB,ALBANY,12211,United States
12180,TROY,NY,3,United States,ALB,ALBANY,12211,United States
12181,TROY,NY,3,United States,ALB,ALBANY,12211,United States
12182,TROY,NY,3,United States,ALB,ALBANY,12211,United States
12183,TROY,NY,3,United States,ALB,ALBANY,12211,United States
12184,VALATIE,NY,3,United States,ALB,ALBANY,12211,United States
12185,VALLEY FALLS,NY,3,United States,ALB,ALBANY,12211,United States
12186,VOORHEESVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12187,WARNERVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12188,WATERFORD,NY,3,United States,ALB,ALBANY,12211,United States
12189,WATERVLIET,NY,3,United States,ALB,ALBANY,12211,United States
12190,WELLS,NY,3,United States,ALB,ALBANY,12211,United States
12192,COXSACKIE,NY,3,United States,ALB,ALBANY,12211,United States
12193,WESTERLO,NY,3,United States,ALB,ALBANY,12211,United States
12195,WEST LEBANON,NY,3,United States,ALB,ALBANY,12211,United States
12196,WEST SAND LAKE,NY,3,United States,ALB,ALBANY,12211,United States
12197,WORCESTER,NY,3,United States,ALB,ALBANY,12211,United States
12198,WYNANTSKILL,NY,3,United States,ALB,ALBANY,12211,United States
12200,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12201,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12202,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12203,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12204,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12205,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12206,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12207,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12208,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12209,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12210,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12211,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12212,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12214,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12220,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12222,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12223,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12224,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12225,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12226,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12227,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12228,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12229,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12230,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12231,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12232,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12233,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12234,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12235,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12236,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12237,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12238,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12239,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12240,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12241,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12242,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12243,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12244,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12245,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12246,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12247,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12248,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12249,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12250,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12252,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12255,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12256,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12257,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12260,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12288,ALBANY,NY,3,United States,ALB,ALBANY,12211,United States
12300,SCHENECTADY,NY,3,United States,ALB,ALBANY,12211,United States
12301,SCHENECTADY,NY,3,United States,ALB,ALBANY,12211,United States
12302,MAYFAIR,NY,3,United States,ALB,ALBANY,12211,United States
12303,SCHENECTADY,NY,3,United States,ALB,ALBANY,12211,United States
12304,SCHENECTADY,NY,3,United States,ALB,ALBANY,12211,United States
12305,SCHENECTADY,NY,3,United States,ALB,ALBANY,12211,United States
12306,SCHENECTADY,NY,3,United States,ALB,ALBANY,12211,United States
12307,SCHENECTADY,NY,3,United States,ALB,ALBANY,12211,United States
12308,SCHENECTADY,NY,3,United States,ALB,ALBANY,12211,United States
12309,SCHENECTADY,NY,3,United States,ALB,ALBANY,12211,United States
12325,SCHENECTADY,NY,3,United States,ALB,ALBANY,12211,United States
12345,SCHENECTADY,NY,3,United States,ALB,ALBANY,12211,United States
12401,SAINT REMY,NY,3,United States,ALB,ALBANY,12211,United States
12404,ACCORD,NY,3,United States,ALB,ALBANY,12211,United States
12405,ACRA,NY,3,United States,ALB,ALBANY,12211,United States
12406,ARKVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12407,ASHLAND,NY,3,United States,ALB,ALBANY,12211,United States
12409,SHADY,NY,3,United States,ALB,ALBANY,12211,United States
12410,OLIVEREA,NY,3,United States,ALB,ALBANY,12211,United States
12411,BLOOMINGTON,NY,3,United States,ALB,ALBANY,12211,United States
12412,BOICEVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12413,CAIRO,NY,3,United States,ALB,ALBANY,12211,United States
12414,CEMENTON,NY,3,United States,ALB,ALBANY,12211,United States
12416,CHICHESTER,NY,3,United States,ALB,ALBANY,12211,United States
12417,CONNELLY,NY,3,United States,ALB,ALBANY,12211,United States
12418,CORNWALLVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12419,COTTEKILL,NY,3,United States,ALB,ALBANY,12211,United States
12421,DENVER,NY,3,United States,ALB,ALBANY,12211,United States
12422,DURHAM,NY,3,United States,ALB,ALBANY,12211,United States
12423,EAST DURHAM,NY,3,United States,ALB,ALBANY,12211,United States
12424,EAST JEWETT,NY,3,United States,ALB,ALBANY,12211,United States
12427,ELKA PARK,NY,3,United States,ALB,ALBANY,12211,United States
12430,FLEISCHMANNS,NY,3,United States,ALB,ALBANY,12211,United States
12431,FREEHOLD,NY,3,United States,ALB,ALBANY,12211,United States
12432,GLASCO,NY,3,United States,ALB,ALBANY,12211,United States
12433,GLENFORD,NY,3,United States,ALB,ALBANY,12211,United States
12434,GRAND GORGE,NY,3,United States,ALB,ALBANY,12211,United States
12436,HAINES FALLS,NY,3,United States,ALB,ALBANY,12211,United States
12438,HALCOTTSVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12439,HENSONVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12440,HIGH FALLS,NY,3,United States,ALB,ALBANY,12211,United States
12441,HIGHMOUNT,NY,3,United States,ALB,ALBANY,12211,United States
12442,HUNTER,NY,3,United States,ALB,ALBANY,12211,United States
12443,HURLEY,NY,3,United States,ALB,ALBANY,12211,United States
12444,JEWETT,NY,3,United States,ALB,ALBANY,12211,United States
12448,LAKE HILL,NY,3,United States,ALB,ALBANY,12211,United States
12449,LAKE KATRINE,NY,3,United States,ALB,ALBANY,12211,United States
12450,LANESVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12451,LEEDS,NY,3,United States,ALB,ALBANY,12211,United States
12452,LEXINGTON,NY,3,United States,ALB,ALBANY,12211,United States
12453,MALDEN ON HUDSON,NY,3,United States,ALB,ALBANY,12211,United States
12454,MAPLECREST,NY,3,United States,ALB,ALBANY,12211,United States
12455,MARGARETVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12456,MOUNT MARION,NY,3,United States,ALB,ALBANY,12211,United States
12459,NEW KINGSTON,NY,3,United States,ALB,ALBANY,12211,United States
12460,OAK HILL,NY,3,United States,ALB,ALBANY,12211,United States
12461,KRUMVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12463,PALENVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12464,PHOENICIA,NY,3,United States,ALB,ALBANY,12211,United States
12465,PINE HILL,NY,3,United States,ALB,ALBANY,12211,United States
12466,PORT EWEN,NY,3,United States,ALB,ALBANY,12211,United States
12468,PRATTSVILLE,NY,3,United States,ALB,ALBANY,12211,United States
12469,PRESTON HOLLOW,NY,3,United States,ALB,ALBANY,12211,United States
12470,PURLING,NY,3,United States,ALB,ALBANY,12211,United States
12472,ROSENDALE,NY,3,United States,ALB,ALBANY,12211,United States
12473,ROUND TOP,NY,3,United States,ALB,ALBANY,12211,United States
12474,ROXBURY,NY,3,United States,ALB,ALBANY,12211,United States
